smiles,ic50_nM
CC(=O)Nc1ccc2c(c1)C(c1ccccc1Cl)=Nc1c[nH]nc1N2,33.0
O=C(Nc1n[nH]c2cc(C(=O)N[C@H](CN3CCCC3)c3ccccc3)sc12)c1ccc(N2CCOCC2)cc1,162.0
Cc1cc(C=C2C(=O)Nc3ccc(F)cc32)c2ccccc(OCCN3CCC[C@H]3CO)c1-2,186.0
CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,53.0
CN(c1ccnc(Nc2cc(N3CCOCC3)cc(N3CCOCC3)c2)n1)c1cccc2[nH]ncc12,240.0
CCN(Cc1cc(Nc2nc(C)cn3c(-c4cn[nH]c4)cnc23)sn1)C(C)(C)CO,1.0
Cc1cn2c(-c3cn[nH]c3)cnc2c(Nc2cc([C@@H](C)N3C[C@@H](C)O[C@@H](C)C3)ns2)n1,710.0
O=C(Nc1cccc2cccnc12)c1ccccc1,134.6
O=C(Nc1cccc2cccnc12)c1ccc([N+](=O)[O-])cc1,112.7
O=C(Nc1cccc2cccnc12)c1ccc(Cl)cc1,124.6
O=C(Nc1cccc2cccnc12)c1ccccc1Cl,23.6
O=C(Nc1cccc2cccnc12)c1cccc([N+](=O)[O-])c1,16.5
O=C(Nc1cccc2cccnc12)c1cc(Cl)ccc1O,3.8
Cc1ccc(C(=O)Nc2cccc3cccnc23)c(O)c1,9.6
Cc1cccc(C(=O)Nc2cccc3cccnc23)c1O,26.5
O=C(Nc1cccc2cccnc12)c1cc(Br)cnc1O,5.5
Cc1cnc(O)c(C(=O)Nc2cccc3cccnc23)c1,13.5
O=C(Nc1cccc2cccnc12)c1ccc(Cl)nc1,84.9
O=C(Nc1cccc2cccnc12)c1cncc(Br)c1,208.8
O=C(Nc1cnc2ccccc2c1)c1ccccc1,107.2
Cc1cccc(C(=O)Nc2cnc3ccccc3c2)c1Br,28.4
Cc1cc(Cl)cc(C(=O)Nc2cnc3ccccc3c2)c1,325.6
O=C(Nc1cnc2ccccc2c1)c1cc(Br)cc(Br)c1O,32.4
O=C(Nc1cnc2ccccc2c1)c1cccc(Cl)c1O,72.8
Cc1cc(Br)cc(C(=O)Nc2cnc3ccccc3c2)c1O,12.4
O=C(Nc1cnc2ccccc2c1)c1cc(Cl)cnc1Br,23.4
Cc1cnc(Cl)c(C(=O)Nc2cnc3ccccc3c2)c1,102.1
O=C(Nc1cnc2ccccc2c1)c1cncc(Br)c1,88.5
Cc1cc(Br)cc(C(=O)Nc2cnc3ccccc3c2)c1,112.6
O=C(Nc1cnc2ccccc2c1)c1cc(Cl)c(O)nc1O,32.7
Cc1cccc(C(=O)Nc2cnc3ccccc3c2)c1O,25.5
c1cc(-c2cnn3cc(-c4ccc(OCCN5CCCCC5)cc4)cnc23)ccn1,4.0
c1cc(-c2cnn3cc(-c4ccc(OCCN5CCOCC5)cc4)cnc23)ccn1,56.0
O=c1ccc(-c2cnn3cc(-c4ccc(OCCN5CCOCC5)cc4)cnc23)c[nH]1,100.0
c1cc(-c2cnc3c(-c4cn[nH]c4)cnn3c2)ccc1OCCN1CCOCC1,10.0
Nc1cc(-c2cnn3cc(-c4ccc(OCCN5CCOCC5)cc4)cnc23)ccn1,58.0
Oc1ccc(-c2cnn3cc(-c4ccc(OCCN5CCOCC5)cc4)cnc23)cc1O,1.0
NS(=O)(=O)c1ccc(Nc2ncc(-c3ccc(O)c(O)c3)o2)cc1,100.0
NS(=O)(=O)c1ccc(Nc2ncc(-c3ccc(=O)[nH]c3)o2)cc1,10000.0
CCN(CC)CCN1CCc2[nH]c(/C=C3\C(=O)Nc4ccc(F)cc43)c(C)c2C1=O,5.0
CCN(CC)CCN1CCc2[nH]c(/C=C3\C(=O)Nc4ccc(Cl)cc43)c(C)c2C1=O,10.0
CCN(CC)CCN1CCc2[nH]c(/C=C3\C(=O)Nc4ccc(Br)cc43)c(C)c2C1=O,16.0
Cc1c(/C=C2\C(=O)Nc3ccc(F)cc32)[nH]c2c1C(=O)N(CCN(C)C)CC2,2.0
Cc1c(/C=C2\C(=O)Nc3ccc(F)cc32)[nH]c2c1C(=O)N(CCN1CCCC1)CC2,8.0
Cc1c(/C=C2\C(=O)Nc3ccc(F)cc32)[nH]c2c1C(=O)N(CCN1CCOCC1)CC2,25.0
Cc1c(/C=C2\C(=O)Nc3ccc(F)cc32)[nH]c2c1C(=O)N(C[C@H](O)CN1CCOCC1)CC2,1.0
CCN(CC)CCN1CCCc2[nH]c(/C=C3\C(=O)Nc4ccc(F)cc43)c(C)c2C1=O,14.0
Cc1c(/C=C2\C(=O)Nc3ccc(F)cc32)[nH]c2c1C(=O)N(CCN1CCOCC1)CCC2,1.0
Cc1c(/C=C2\C(=O)Nc3ccc(F)cc32)[nH]c2c1C(=O)N(C[C@H](O)CN1CCOCC1)CCC2,27.0
CCN(CC)CCN1CCCCc2[nH]c(/C=C3\C(=O)Nc4ccc(F)cc43)c(C)c2C1=O,112.0
CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,15.0
CCN(CC)CCN1CCc2[nH]c(/C=C3\C(=O)Nc4ccc(F)cc43)c(C)c2C1=O,2.0
CCN(CC)CCN1CCc2[nH]c(/C=C3\C(=O)Nc4ccc(Cl)cc43)c(C)c2C1=O,410.0
CCN(CC)CCN1CCc2[nH]c(/C=C3\C(=O)Nc4ccc(Br)cc43)c(C)c2C1=O,150.0
Cc1c(/C=C2\C(=O)Nc3ccc(F)cc32)[nH]c2c1C(=O)N(CCN(C)C)CC2,410.0
Cc1c(/C=C2\C(=O)Nc3ccc(F)cc32)[nH]c2c1C(=O)N(CCN1CCOCC1)CC2,5640.0
Cc1c(/C=C2\C(=O)Nc3ccc(F)cc32)[nH]c2c1C(=O)N(C[C@H](O)CN1CCOCC1)CC2,19.0
CCN(CC)CCN1CCCc2[nH]c(/C=C3\C(=O)Nc4ccc(F)cc43)c(C)c2C1=O,90.0
Cc1c(/C=C2\C(=O)Nc3ccc(F)cc32)[nH]c2c1C(=O)N(CCN1CCOCC1)CCC2,36.0
Cc1c(/C=C2\C(=O)Nc3ccc(F)cc32)[nH]c2c1C(=O)N(C[C@H](O)CN1CCOCC1)CCC2,26.0
CCN(CC)CCN1CCCCc2[nH]c(/C=C3\C(=O)Nc4ccc(F)cc43)c(C)c2C1=O,215.0
CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,139.0
Cc1ccc(C(=O)Nc2ccon2)cc1NC(=O)c1cnn(-c2ccccc2F)c1N,50000.0
Cc1ccc2nc(NC(=O)Cc3csc(NC(=O)Nc4cccc(Cl)c4)n3)sc2c1,4.2
Cc1nc2ccccc2n1C1CCN(CC(=O)Nc2ccccc2Br)CC1,10.0
CCOC(=O)CSc1nc2c(c(=O)[nH]c(=O)n2C)n1Cc1cccc(C)c1,2.9
NC(=O)c1cc(-c2ccccc2)sc1NC(=O)c1ccc(OC(F)F)cc1,5.6
O=C(COc1cccc(NC(=O)c2cccnc2)c1)Nc1ccc(Br)cc1,5.0
COc1ccc(OC)c(NC(=O)c2ccc(CSc3ncnc4[nH]cnc34)cc2)c1,5.9
CCOc1ccc(Nc2cnnc(Nc3ccc(OCC)cc3)n2)cc1,4.1
O=C(Nc1ccc(Oc2ncnc3sc4c(c23)CCCC4)cc1)c1ccccc1,4.1
C[C@@H]1Oc2ccc(-c3csc(NC(=O)c4cccc(Cl)c4)n3)cc2NC1=O,3.4
COc1ccccc1NC(=O)c1ccc(CSc2nnc3c(n2)[nH]c2ccccc23)cc1,1.6
CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1,0.25
c1cc(-c2cnn3cc(-c4ccc(OCCN5CCCCC5)cc4)cnc23)cs1,4.0
CNC(=O)c1csc2cc(Oc3ccnc4cc(C5=NCCN5C)sc34)ccc12,0.34
O=C(Nc1cccc(C(F)(F)F)c1)c1ccccc1NCc1ccncc1,23.0
CCN1CCN(Cc2ccc(-c3cc4c([C@](C)(N)c5ccccc5)ncnc4[nH]3)cc2)CC1,77.0
CNC(=O)c1cc(COc2nnc(Nc3ccc(Cl)cc3)c3ccoc23)ccn1,6.0
CC1(C)CNc2cc(NC(=O)c3cccnc3NCc3ccncc3)ccc21,3.0
COc1cc2nccc(Oc3ccc(NC(=O)NC4CC4)c(Cl)c3)c2cc1C(N)=O,4.0
Clc1ccc(Nc2nnc(Cc3ccncc3)c3ccccc23)cc1,37.0
Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,30.0
COc1cc2nccc(Oc3ccc(NC(=O)Nc4cc(C)on4)c(Cl)c3)c2cc1OC,0.16
COc1cc2c(Oc3ccc4[nH]c(C)cc4c3F)ncnc2cc1OCCCN1CCCC1,4.0
COc1cc2/c(=N/c3ccc(Br)cc3F)nc[nH]c2cc1OCC1CCN(C)CC1,40.0
CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,9.0
CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,90.0
COc1ccc2cc(-c3n[nH]c4cccnc34)[nH]c2c1,310.0
NC1CCN(Cc2ccn3ncnc(Nc4ccc(F)c(Cl)c4)c23)CC1,110.0
CCN(Cc1cc(Nc2nc(C)cn3c(-c4cn[nH]c4)cnc23)sn1)C(C)(C)CO.Cl,1.0
Cc1cn2c(-c3cn[nH]c3)cnc2c(Nc2cc(CN3CCC(F)(F)C3)ns2)n1.Cl,550.0
Cl.[2H]C([2H])(c1cc(Nc2nc(C)cn3c(-c4cn[nH]c4)cnc23)sn1)N1CCC(F)(F)C1,340.0
COc1cc(O)c2c(c1)CCC[C@H](O)[C@H](O)C(=O)/C=C\C[C@H](C)OC2=O,2.0
COc1cc(O)c2c(c1)CCC[C@H](O)CC(=O)/C=C\C[C@H](C)OC2=O,5.8
COc1cc(O)c2c(c1)CCC[C@H](O)CC(=O)/C=C/C[C@H](C)OC2=O,190.0
COc1cc(O)c2c(c1)CCCCCC(=O)/C=C\C[C@H](C)OC2=O,170.0
COc1cc(O)c2c(c1)CCC[C@H](O)[C@H](O)C(=O)/C=C\C[C@H](C)OC2=O,57.0
COc1cc(O)c2c(c1)/C=C/C[C@@H](O)[C@H](O)C(=O)/C=C\C[C@H](C)OC2=O,0.49
COc1cc(O)c2c(c1)CCCCCC(=O)C[C@H](Cl)C[C@H](C)OC2=O,93000.0
COc1cc(O)c2c(c1)/C=C/CCCC(=O)C[C@H](Br)C[C@H](C)OC2=O,100000.0
COc1cc(O)c2c(c1)CCCCCC(=O)C[C@H](Br)C[C@H](C)OC2=O,4300.0
COc1cc(O)c2c(c1)/C=C\CCCC(=O)C[C@H](Cl)C[C@H](C)OC2=O,82000.0
COc1cc(O)c2c(c1)/C=C\CCCC(=O)C[C@H](Br)C[C@H](C)OC2=O,24000.0
COc1cc(O)c2c(c1)/C=C/CCCC(=O)/C=C/C[C@H](C)OC2=O,1000.0
COc1cc(O)c2c(c1)CCCCCC(=O)/C=C/C[C@H](C)OC2=O,310.0
COc1cc(O)c2c(c1)/C=C\CCCC(=O)/C=C/C[C@H](C)OC2=O,2300.0
COc1cc(O)c2c(c1)CCCCCC(=O)/C=C\C[C@H](C)OC2=O,540.0
COc1cc2ncnc(Nc3ccc(Cl)cc3)c2cc1OC,800.0
Cc1cc(F)c(Nc2ncnc3cc(OCc4ccccc4)ccc23)cc1O,2.0
COc1ccc(-c2cnc3c(-c4ccsc4)cnn3c2)cc1,19.0
O=C(Nc1cccc(C(F)(F)F)c1)c1c[nH]c2cccc(SCc3ccncc3)c12,309.0
CNC(=O)Nc1ccc(Oc2ncnc(N)c2/C=N/OC)cc1Cl,25.0
CCNC(=O)Nc1ccc(Oc2ncnc(N)c2/C=N/OC)cc1Cl,11.0
CCCNC(=O)Nc1ccc(Oc2ncnc(N)c2/C=N/OC)cc1Cl,28.0
CO/N=C/c1c(N)ncnc1Oc1ccc(NC(=O)NC(C)C)c(Cl)c1,73.0
CO/N=C/c1c(N)ncnc1Oc1ccc(NC(=O)NC2CC2)c(Cl)c1,29.0
CO/N=C/c1c(N)ncnc1Oc1ccc(NC(=O)NCCO)c(Cl)c1,168.0
CO/N=C/c1c(N)ncnc1Oc1ccc(NC(=O)NCCCO)c(Cl)c1,400.0
CO/N=C/c1c(N)ncnc1Oc1ccc(NC(=O)NCCN(C)C)c(Cl)c1,285.0
CO/N=C/c1c(N)ncnc1Oc1ccc(NC(=O)NCCCCN2CCCC2)c(Cl)c1,759.0
CO/N=C/c1c(N)ncnc1Oc1ccc(NC(=O)Nc2ccccn2)c(Cl)c1,34.0
CO/N=C/c1c(N)ncnc1Oc1ccc(NC(=O)Nc2cccnc2)c(Cl)c1,10.0
CO/N=C/c1c(N)ncnc1Oc1ccc(NC(=O)Nc2ccncc2)c(Cl)c1,11.0
CO/N=C/c1c(N)ncnc1Oc1ccc(NC(=O)Nc2nccs2)c(Cl)c1,3.4
CO/N=C/c1c(N)ncnc1Oc1ccc(NC(=O)Nc2nc(C)c(C)s2)c(Cl)c1,2.0
CO/N=C/c1c(N)ncnc1Oc1ccc(NC(=O)Nc2cc(C)on2)c(Cl)c1,2.0
CO/N=C/c1c(N)ncnc1Oc1ccc(NC(=O)Nc2ccccc2)c(Cl)c1,3.0
CO/N=C/c1c(N)ncnc1Oc1ccc(NC(=O)Nc2ccccc2Cl)c(Cl)c1,2.6
CO/N=C/c1c(N)ncnc1Oc1ccc(NC(=O)Nc2ccccc2C)c(Cl)c1,7.9
CO/N=C/c1c(N)ncnc1Oc1ccc(NC(=O)Nc2ccccc2OC)c(Cl)c1,2.5
CO/N=C/c1c(N)ncnc1Oc1ccc(NC(=O)Nc2ccccc2F)c(Cl)c1,3.3
CO/N=C/c1c(N)ncnc1Oc1ccc(NC(=O)Nc2cccc(F)c2)c(Cl)c1,1.7
CO/N=C/c1c(N)ncnc1Oc1ccc(NC(=O)Nc2ccc(F)cc2)c(Cl)c1,2.8
CO/N=C/c1c(N)ncnc1Oc1ccc(NC(=O)Nc2ccc(F)cc2F)c(Cl)c1,3.0
CO/N=C/c1c(N)ncnc1Oc1ccc(NC(=O)NCc2ccc(F)cc2F)c(Cl)c1,10.3
CO/N=C/c1c(N)ncnc1Oc1ccc(NC(=O)NC2CCCCC2)c(Cl)c1,6.5
CO/N=C/c1c(N)ncnc1Oc1ccc(NC(C)=O)cc1Cl,2210.0
CNC(=O)c1ccc(Oc2ncnc(N)c2/C=N/OC)cc1,100000.0
CO/N=C/c1c(N)ncnc1Oc1ccc(NC(=O)OC)cc1Cl,152.0
CCNC(=O)Oc1ccc(Oc2ncnc(N)c2/C=N/OC)cc1,100000.0
CNC(=O)Cc1ccc(Oc2ncnc(N)c2/C=N/OC)cc1,19700.0
CNC(=O)Nc1ccc(Oc2ncnc(N)c2/C=N/OC)c(F)c1,142.0
CCNC(=O)Nc1ccc(Oc2ncnc(N)c2/C=N/OC)c(C)c1,180.0
CNC(=O)Nc1ccc(Oc2ncnc(N)c2/C=N/OC)c(Br)c1,100000.0
CCNC(=O)Nc1ccc(Oc2ncnc(N)c2/C=N/OC)cc1,142.0
COc1ccc(Cn2ncc(NC(=O)c3cc(NC(=O)Nc4ccc(Cl)c(C(F)(F)F)c4)ccc3C)c2N)cc1,9.42
Nc1nccc(-c2ccc3c(N)n[nH]c3c2)n1,840.0
O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O,23100.0
FC(F)(F)c1cccc(-c2nnc(-c3cccnc3NCc3ccncc3)[nH]2)c1,1100.0
FC(F)(F)c1cccc(-c2nnc(-c3cccnc3NCc3cn[nH]c3)[nH]2)c1,10000.0
FC(F)(F)c1cccc(-c2nnc(-c3cccnc3NCc3ccncc3)o2)c1,2500.0
c1cnc(NCc2ccncc2)c(-c2nnc(-c3ccc4c(c3)OCO4)[nH]2)c1,2300.0
CS(=O)(=O)c1ccc(-c2nnc(-c3cccnc3NCC3COCCO3)[nH]2)cc1,4500.0
c1cnc(NCc2ccncc2)c(-c2nnc(Nc3ccc4c(c3)OCO4)o2)c1,1890.0
c1ccc(-c2nnc(Nc3ccc4c(c3)OCO4)o2)c(NCc2ccncc2)c1,830.0
FC1(F)Oc2ccc(Nc3nnc(-c4cccnc4NCc4ccncc4)o3)cc2O1,3160.0
c1cncc(CNc2ncccc2-c2nnc(Nc3ccc4c(c3)OCO4)o2)c1,10000.0
c1ccc(CNc2ncccc2-c2nnc(Nc3ccc4c(c3)OCO4)o2)nc1,10000.0
c1cnc(NCc2ccc3c(c2)OCO3)c(-c2nnc(Nc3ccc4c(c3)OCO4)o2)c1,10000.0
c1cncc(CCNc2ncccc2-c2nnc(Nc3ccc4c(c3)OCO4)o2)c1,3410.0
c1cnc(NCCc2ccncc2)c(-c2nnc(Nc3ccc4c(c3)OCO4)o2)c1,10000.0
c1cnc(NCc2ccncc2)c(-c2nnc(Nc3ccc4c(c3)OCCO4)o2)c1,170.0
c1cncc(CNc2ncccc2-c2nnc(Nc3ccc4c(c3)OCCO4)o2)c1,10000.0
c1ccc(CNc2ncccc2-c2nnc(Nc3ccc4c(c3)OCCO4)o2)nc1,10000.0
c1ccc(-c2nnc(Nc3ccc4c(c3)OCCO4)o2)c(NCc2ccncc2)c1,210.0
c1cnc(NCc2ccc3c(c2)OCO3)c(-c2nnc(Nc3ccc4c(c3)OCCO4)o2)c1,2600.0
c1cncc(CCNc2ncccc2-c2nnc(Nc3ccc4c(c3)OCCO4)o2)c1,10000.0
c1cnc(NCCc2ccncc2)c(-c2nnc(Nc3ccc4c(c3)OCCO4)o2)c1,10000.0
c1cnc(NCc2cnc[nH]2)c(-c2nnc(Nc3ccc4c(c3)OCCO4)o2)c1,160.0
c1cnc(NCc2ccc3[nH]ncc3c2)c(-c2nnc(Nc3ccc4c(c3)OCCO4)o2)c1,1400.0
c1cnc(NCc2ccc3ncccc3c2)c(-c2nnc(Nc3ccc4c(c3)OCCO4)o2)c1,300.0
c1ccc(-c2nnc(Nc3ccc4c(c3)OCCO4)[nH]2)c(NCc2ccncc2)c1,5100.0
c1cncc(CNc2ccccc2-c2nnc(Nc3ccc4c(c3)OCCO4)[nH]2)c1,3200.0
c1ccc(-c2nnc(Nc3ccc4c(c3)OCCO4)[nH]2)c(NCc2cnc[nH]2)c1,4600.0
c1ccc(-c2nnc(Nc3ccc4c(c3)OCCO4)[nH]2)c(NCc2ccc3[nH]ncc3c2)c1,3100.0
c1ccc(-c2nnc(Nc3ccc4c(c3)OCCO4)[nH]2)c(NCc2ccc3ncccc3c2)c1,150.0
FC(F)(F)c1cccc(-c2nnc(-c3cccnc3NCc3ccncc3)[nH]2)c1,1000.0
FC(F)(F)c1cccc(-c2nnc(-c3cccnc3NCc3cn[nH]c3)[nH]2)c1,10000.0
FC(F)(F)c1cccc(-c2nnc(-c3cccnc3NCc3ccncc3)o2)c1,10000.0
c1cnc(NCc2ccncc2)c(-c2nnc(-c3ccc4c(c3)OCO4)[nH]2)c1,10000.0
CS(=O)(=O)c1ccc(-c2nnc(-c3cccnc3NCC3COCCO3)[nH]2)cc1,10000.0
c1cnc(NCc2ccncc2)c(-c2nnc(Nc3ccc4c(c3)OCO4)o2)c1,10000.0
c1ccc(-c2nnc(Nc3ccc4c(c3)OCO4)o2)c(NCc2ccncc2)c1,10000.0
FC1(F)Oc2ccc(Nc3nnc(-c4cccnc4NCc4ccncc4)o3)cc2O1,10000.0
c1cncc(CNc2ncccc2-c2nnc(Nc3ccc4c(c3)OCO4)o2)c1,10000.0
c1ccc(CNc2ncccc2-c2nnc(Nc3ccc4c(c3)OCO4)o2)nc1,10000.0
c1cnc(NCc2ccc3c(c2)OCO3)c(-c2nnc(Nc3ccc4c(c3)OCO4)o2)c1,10000.0
c1cncc(CCNc2ncccc2-c2nnc(Nc3ccc4c(c3)OCO4)o2)c1,10000.0
c1cnc(NCCc2ccncc2)c(-c2nnc(Nc3ccc4c(c3)OCO4)o2)c1,10000.0
c1cnc(NCc2ccncc2)c(-c2nnc(Nc3ccc4c(c3)OCCO4)o2)c1,1000.0
c1cncc(CNc2ncccc2-c2nnc(Nc3ccc4c(c3)OCCO4)o2)c1,10000.0
c1ccc(CNc2ncccc2-c2nnc(Nc3ccc4c(c3)OCCO4)o2)nc1,10000.0
c1ccc(-c2nnc(Nc3ccc4c(c3)OCCO4)o2)c(NCc2ccncc2)c1,110.0
c1cnc(NCc2ccc3c(c2)OCO3)c(-c2nnc(Nc3ccc4c(c3)OCCO4)o2)c1,10000.0
c1cncc(CCNc2ncccc2-c2nnc(Nc3ccc4c(c3)OCCO4)o2)c1,10000.0
c1cnc(NCCc2ccncc2)c(-c2nnc(Nc3ccc4c(c3)OCCO4)o2)c1,10000.0
c1cnc(NCc2cnc[nH]2)c(-c2nnc(Nc3ccc4c(c3)OCCO4)o2)c1,830.0
c1cnc(NCc2ccc3[nH]ncc3c2)c(-c2nnc(Nc3ccc4c(c3)OCCO4)o2)c1,10000.0
c1cnc(NCc2ccc3ncccc3c2)c(-c2nnc(Nc3ccc4c(c3)OCCO4)o2)c1,220.0
c1ccc(-c2nnc(Nc3ccc4c(c3)OCCO4)[nH]2)c(NCc2ccncc2)c1,10000.0
c1cncc(CNc2ccccc2-c2nnc(Nc3ccc4c(c3)OCCO4)[nH]2)c1,2800.0
c1ccc(-c2nnc(Nc3ccc4c(c3)OCCO4)[nH]2)c(NCc2cnc[nH]2)c1,10000.0
c1ccc(-c2nnc(Nc3ccc4c(c3)OCCO4)[nH]2)c(NCc2ccc3[nH]ncc3c2)c1,7300.0
c1ccc(-c2nnc(Nc3ccc4c(c3)OCCO4)[nH]2)c(NCc2ccc3ncccc3c2)c1,10000.0
CN(C)Cc1cc(C(=O)N[C@@H]2CCc3ccc(Oc4ccnc5c4CCC(=O)N5)cc3C2)cc(C(F)(F)F)c1,59.0
CC(C)(N)c1cc(C(=O)N[C@@H]2CCc3ccc(Oc4ccnc5c4CCC(=O)N5)cc3C2)cc(C(F)(F)F)c1,6.2
COCCN(c1ccnc(Nc2cc(N3CCOCC3)cc(N3CCOCC3)c2)n1)c1cc(CO)ccc1C,390.0
COc1cncc(N(C)c2ccnc(Nc3cc(N4CCOCC4)cc(N4CCOCC4)c3)n2)c1,430.0
COc1cccc(N(C)c2ccnc(Nc3cc(N4CCOCC4)cc(N4CCOCC4)c3)n2)n1,989.0
Cc1ccc(C(C)O)cc1N(C)c1ccnc(Nc2cc(N3CCOCC3)cc(N3CCOCC3)c2)n1,589.0
CN(c1ccc(Cl)c(CO)c1)c1ccnc(Nc2cc(N3CCOCC3)cc(N3CCOCC3)c2)n1,22.0
Cc1ccc(CO)cc1N(C)c1ccnc(Nc2cc(N3CCOCC3)cc(N3CCOCC3)c2)n1,818.0
COc1cc(CO)cc(N(C)c2ccnc(Nc3cc(N4CCOCC4)cc(N4CCOCC4)c3)n2)c1,190.0
CN(c1cccc(CO)c1)c1ccnc(Nc2cc(N3CCOCC3)cc(N3CCOCC3)c2)n1,141.0
COc1ccc(C)c(N(C)c2ccnc(Nc3cc(N4CCOCC4)cc(N4CCOCC4)c3)n2)c1,231.0
Cc1ccc(C)c(N(C)c2ccnc(Nc3cc(N4CCOCC4)cc(N4CCOCC4)c3)n2)c1,965.0
COc1cccc(N(C)c2ccnc(Nc3cc(N4CCOCC4)cc(N4CCOCC4)c3)n2)c1,100.0
CN(c1cccc(Cl)c1)c1ccnc(Nc2cc(N3CCOCC3)cc(N3CCOCC3)c2)n1,27.0
Cc1cccc(N(C)c2ccnc(Nc3cc(N4CCOCC4)cc(N4CCOCC4)c3)n2)c1,115.0
Cc1ccccc1N(C)c1ccnc(Nc2cc(N3CCOCC3)cc(N3CCOCC3)c2)n1,92.0
CN(c1ccccc1)c1ccnc(Nc2cc(N3CCOCC3)cc(N3CCOCC3)c2)n1,94.0
COc1cc2/c(=N/c3ccc(Br)cc3F)nc[nH]c2cc1OCC1CCN(C)CC1,100.0
COc1cc2/c(=N/c3ccc(Br)cc3F)nc[nH]c2cc1OCC1CCN(C)CC1,40.0
COc1cc2ncnc(N(C)c3cccc(Br)c3)c2cc1OC,10000.0
COc1cc2ncnc(Oc3cccc(Br)c3)c2cc1OC,9800.0
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OC,5300.0
COc1cc2ncnc(N(C)c3ccc(F)c(Cl)c3)c2cc1OC,10000.0
COc1cc2ncnc(Oc3ccc(F)c(Cl)c3)c2cc1OC,9500.0
COc1cc2ncnc(Nc3ccc(Br)cc3F)c2cc1OC,1650.0
COc1cc2ncnc(N(C)c3ccc(Br)cc3F)c2cc1OC,10000.0
COc1cc2ncnc(Oc3ccc(Br)c(F)c3)c2cc1OC,600.0
COc1cc2ncnc(Nc3ccc(NC(C)=O)cc3)c2cc1OC,10000.0
COc1cc2ncnc(Oc3ccc(NC(C)=O)cc3)c2cc1OC,10000.0
COC(=O)Nc1ccc(Nc2ncnc3cc(OC)c(OC)cc23)cc1,5800.0
COC(=O)Nc1ccc(Oc2ncnc3cc(OC)c(OC)cc23)cc1,700.0
CCOC(=O)Nc1ccc(Nc2ncnc3cc(OC)c(OC)cc23)cc1,5600.0
CCOC(=O)Nc1ccc(Oc2ncnc3cc(OC)c(OC)cc23)cc1,600.0
COc1cc2ncnc(Nc3ccc(NC(=O)Nc4ccccc4)cc3)c2cc1OC,5100.0
COc1cc2ncnc(N(C)c3ccc(NC(=O)Nc4ccccc4)cc3)c2cc1OC,10000.0
COc1cc2ncnc(Oc3ccc(NC(=O)Nc4ccccc4)cc3)c2cc1OC,60.0
COc1ccc(NC(=O)Nc2ccc(Nc3ncnc4cc(OC)c(OC)cc34)cc2)cc1,6200.0
COc1ccc(NC(=O)Nc2ccc(N(C)c3ncnc4cc(OC)c(OC)cc34)cc2)cc1,10000.0
COc1ccc(NC(=O)Nc2ccc(Oc3ncnc4cc(OC)c(OC)cc34)cc2)cc1,70.0
COc1cc2ncnc(N(C)c3cccc(NC(=O)Nc4ccccc4)c3)c2cc1OC,10000.0
COc1cc2ncnc(Oc3cccc(NC(=O)Nc4ccccc4)c3)c2cc1OC,600.0
COc1ccc(NC(=O)Nc2cccc(N(C)c3ncnc4cc(OC)c(OC)cc34)c2)cc1,10000.0
COc1ccc(NC(=O)Nc2cccc(Oc3ncnc4cc(OC)c(OC)cc34)c2)cc1,600.0
CCCCNC(=O)Nc1ccc(Oc2ncnc3cc(OC)c(OC)cc23)cc1,400.0
COc1cc2ncnc(Oc3ccc(NC(=O)Nc4ccc(Br)cc4)cc3)c2cc1OC,50.0
COc1cc2ncnc(Oc3ccc(NC(=O)Nc4ccc(F)cc4F)cc3)c2cc1OC,90.0
COc1cc2ncnc(Oc3ccc(NC(=O)Nc4ccc(F)c(Cl)c4)cc3)c2cc1OC,40.0
COc1cc2ncnc(Oc3ccc(NC(=O)Nc4ccc(C(F)(F)F)cc4)cc3)c2cc1OC,60.0
COc1cc2ncnc(Oc3ccc(NC(=O)Nc4ccc(C)cc4)cc3)c2cc1OC,50.0
COc1cc2ncnc(Oc3ccc(NC(=O)Nc4ccc5ccccc5c4)cc3)c2cc1OC,30.0
COc1cc2ncnc(Oc3ccc(NC(=O)Nc4cccc5ccccc45)cc3)c2cc1OC,5500.0
COc1cc2ncnc(Oc3ccc(NC(=O)NC4CCCCC4)cc3)c2cc1OC,1000.0
COc1cc2ncnc(Nc3ccc(NC(=O)Nc4ccc(F)c(Cl)c4)cc3)c2cc1OC,4300.0
